oln_id_a	oln_id_b	edge_typ
YDR207C	YLR394W	transcription_factor->target_gene
YDR207C	YLR413W	transcription_factor->target_gene
YDR207C	YLR414C	transcription_factor->target_gene
YDR207C	YLR438W	transcription_factor->target_gene
YDR207C	YLR460C	transcription_factor->target_gene
YDR207C	YML042W	transcription_factor->target_gene
YDR207C	YML043C	transcription_factor->target_gene
YDR207C	YML058W	transcription_factor->target_gene
YDR207C	YML089C	transcription_factor->target_gene
YDR207C	YML091C	transcription_factor->target_gene
YDR207C	YML100W	transcription_factor->target_gene
YDR207C	YML101C	transcription_factor->target_gene
YDR207C	YMR011W	transcription_factor->target_gene
YDR207C	YMR018W	transcription_factor->target_gene
YDR207C	YMR040W	transcription_factor->target_gene
YDR207C	YMR056C	transcription_factor->target_gene
YDR207C	YMR069W	transcription_factor->target_gene
YDR207C	YMR101C	transcription_factor->target_gene
YDR207C	YMR133W	transcription_factor->target_gene
YDR207C	YMR147W	transcription_factor->target_gene
YDR207C	YMR148W	transcription_factor->target_gene
YDR207C	YMR170C	transcription_factor->target_gene
YDR207C	YMR195W	transcription_factor->target_gene
YDR207C	YMR207C	transcription_factor->target_gene
YDR207C	YMR266W	transcription_factor->target_gene
YDR207C	YMR280C	transcription_factor->target_gene
YDR207C	YMR281W	transcription_factor->target_gene
YDR207C	YMR291W	transcription_factor->target_gene
YDR207C	YMR297W	transcription_factor->target_gene
YDR207C	YMR306W	transcription_factor->target_gene
YDR207C	YHR098C	transcription_factor->target_gene
YDR207C	YNL012W	transcription_factor->target_gene
YDR207C	YNL096C	transcription_factor->target_gene
YDR207C	YNL149C	transcription_factor->target_gene
YDR207C	YNL155W	transcription_factor->target_gene
YDR207C	YNL191W	transcription_factor->target_gene
YDR207C	YNL194C	transcription_factor->target_gene
YDR207C	YNL196C	transcription_factor->target_gene
YDR207C	YNL210W	transcription_factor->target_gene
YDR207C	YNL217W	transcription_factor->target_gene
YDR207C	YNL270C	transcription_factor->target_gene
YDR207C	YNL271C	transcription_factor->target_gene
YDR207C	YNL304W	transcription_factor->target_gene
YDR207C	YNL305C	transcription_factor->target_gene
YDR207C	YNR009W	transcription_factor->target_gene
YDR207C	YNR019W	transcription_factor->target_gene
YDR207C	YOL058W	transcription_factor->target_gene
YDR207C	YOL103W-A	transcription_factor->target_gene
YDR207C	YOL103W-B	transcription_factor->target_gene
YDR207C	YOL104C	transcription_factor->target_gene
YDR207C	YOL131W	transcription_factor->target_gene
YDR207C	YOL155C	transcription_factor->target_gene
YDR207C	YOR011W	transcription_factor->target_gene
YDR207C	YOR019W	transcription_factor->target_gene
YDR207C	YOR020C	transcription_factor->target_gene
YDR207C	YOR101W	transcription_factor->target_gene
YDR207C	YOR153W	transcription_factor->target_gene
YDR207C	YOR177C	transcription_factor->target_gene
YDR207C	YOR192C-B	transcription_factor->target_gene
YDR207C	YOR287C	transcription_factor->target_gene
YDR207C	YOR290C	transcription_factor->target_gene
YDR207C	YJL045W	transcription_factor->target_gene
YDR207C	YOR317W	transcription_factor->target_gene
YDR207C	YOR328W	transcription_factor->target_gene
YDR207C	YOR338W	transcription_factor->target_gene
YDR207C	YOR351C	transcription_factor->target_gene
YDR207C	YOR352W	transcription_factor->target_gene
YDR207C	YOR354C	transcription_factor->target_gene
YDR207C	YOR374W	transcription_factor->target_gene
YDR207C	YOR388C	transcription_factor->target_gene
YDR207C	YOR389W	transcription_factor->target_gene
YDR146C	YMR262W	transcription_factor->target_gene
YDR207C	YPL015C	transcription_factor->target_gene
YDR207C	YPL016W	transcription_factor->target_gene
YDR207C	YPL017C	transcription_factor->target_gene
YDR146C	YNL016W	transcription_factor->target_gene
YDR207C	YPL018W	transcription_factor->target_gene
YDR207C	YPL111W	transcription_factor->target_gene
YDR207C	YPL121C	transcription_factor->target_gene
YDR207C	YPL148C	transcription_factor->target_gene
YDR207C	YPL156C	transcription_factor->target_gene
YDR207C	YPL160W	transcription_factor->target_gene
YDR207C	YPL161C	transcription_factor->target_gene
YDR207C	YPL240C	transcription_factor->target_gene
YDR207C	YPL250C	transcription_factor->target_gene
YDR207C	YPL274W	transcription_factor->target_gene
YDR207C	YPR007C	transcription_factor->target_gene
YDR207C	YPR020W	transcription_factor->target_gene
YDR207C	YPR027C	transcription_factor->target_gene
YDR207C	YPR029C	transcription_factor->target_gene
YDR207C	YPR063C	transcription_factor->target_gene
YDR207C	YPR120C	transcription_factor->target_gene
YDR216W	YAL022C	transcription_factor->target_gene
YDR216W	YBR067C	transcription_factor->target_gene
YDR216W	YHR136C	transcription_factor->target_gene
YDR216W	YHR137W	transcription_factor->target_gene
YDR253C	YAL012W	transcription_factor->target_gene
YDR253C	YAL040C	transcription_factor->target_gene
YDR253C	YBR019C	transcription_factor->target_gene
YDR253C	YBR020W	transcription_factor->target_gene
YDR253C	YBR213W	transcription_factor->target_gene
YDR253C	YBR294W	transcription_factor->target_gene
YDR253C	YBR296C	transcription_factor->target_gene
YDR253C	YDL055C	transcription_factor->target_gene
YDR253C	YDL058W	transcription_factor->target_gene
YDR253C	YDL059C	transcription_factor->target_gene
YDR253C	YDR253C	transcription_factor->target_gene
YDR253C	YDR254W	transcription_factor->target_gene
YDR253C	YDR502C	transcription_factor->target_gene
YDR253C	YER091C	transcription_factor->target_gene
YDR253C	YFL055W	transcription_factor->target_gene
YDR253C	YFR030W	transcription_factor->target_gene
YDR253C	YGL125W	transcription_factor->target_gene
YDR253C	YGL180W	transcription_factor->target_gene
YDR253C	YGL184C	transcription_factor->target_gene
YDR253C	YGR055W	transcription_factor->target_gene
YDR253C	YGR154C	transcription_factor->target_gene
YDR253C	YGR155W	transcription_factor->target_gene
YDR253C	YGR204W	transcription_factor->target_gene
YDR253C	YGR254W	transcription_factor->target_gene
YDR253C	YHL036W	transcription_factor->target_gene
YDR253C	YHR083W	transcription_factor->target_gene
YDR253C	YHR112C	transcription_factor->target_gene
YDR253C	YHR113W	transcription_factor->target_gene
YDR253C	YHR136C	transcription_factor->target_gene
YDR253C	YIL046W	transcription_factor->target_gene
YDR253C	YIR017C	transcription_factor->target_gene
YDR253C	YIR018W	transcription_factor->target_gene
YDR253C	YJL060W	transcription_factor->target_gene
YDR253C	YJL100W	transcription_factor->target_gene
YDR253C	YJL101C	transcription_factor->target_gene
YDR253C	YJR010W	transcription_factor->target_gene
YDR253C	YJR137C	transcription_factor->target_gene
YDR253C	YJR138W	transcription_factor->target_gene
YDR253C	YKL001C	transcription_factor->target_gene
YDR253C	YLR092W	transcription_factor->target_gene
YDR253C	YLR179C	transcription_factor->target_gene
YDR253C	YLR180W	transcription_factor->target_gene
YDR253C	YLR303W	transcription_factor->target_gene
YDR253C	YLR327C	transcription_factor->target_gene
YDR253C	YMR194C-A	transcription_factor->target_gene
YDR253C	YNL160W	transcription_factor->target_gene
YDR253C	YNL191W	transcription_factor->target_gene
YDR253C	YNL208W	transcription_factor->target_gene
YDR253C	YNL241C	transcription_factor->target_gene
YDR253C	YNL277W	transcription_factor->target_gene
YDR253C	YOL064C	transcription_factor->target_gene
YDR253C	YOR034C	transcription_factor->target_gene
YDR253C	YPL016W	transcription_factor->target_gene
YDR253C	YPL054W	transcription_factor->target_gene
YDR253C	YPL055C	transcription_factor->target_gene
YDR253C	YPL223C	transcription_factor->target_gene
YDR253C	YPL250C	transcription_factor->target_gene
YDR253C	YPR150W	transcription_factor->target_gene
YDR253C	YPR167C	transcription_factor->target_gene
YDR253C	YPR168W	transcription_factor->target_gene
YDR259C	YBL027W	transcription_factor->target_gene
YDR259C	YBL028C	transcription_factor->target_gene
YDR259C	YBL029W	transcription_factor->target_gene
YDR259C	YBL030C	transcription_factor->target_gene
YDR259C	YBR025C	transcription_factor->target_gene
YDR259C	YBR093C	transcription_factor->target_gene
YDR259C	YBR296C	transcription_factor->target_gene
YDR259C	YDL233W	transcription_factor->target_gene
YDR259C	YDR061W	transcription_factor->target_gene
YDR259C	YDR077W	transcription_factor->target_gene
YDR259C	YDR099W	transcription_factor->target_gene
YDR259C	YDR282C	transcription_factor->target_gene
YDR259C	YDR441C	transcription_factor->target_gene
YDR259C	YDR442W	transcription_factor->target_gene
YDR259C	YEL007W	transcription_factor->target_gene
YDR259C	YEL040W	transcription_factor->target_gene
YDR259C	YEL044W	transcription_factor->target_gene
YDR259C	YEL045C	transcription_factor->target_gene
YDR259C	YEL070W	transcription_factor->target_gene
YDR259C	YER039C-A	transcription_factor->target_gene
YDR259C	YER045C	transcription_factor->target_gene
YDR259C	YER154W	transcription_factor->target_gene
YDR259C	YFL004W	transcription_factor->target_gene
YDR259C	YGR146C-A	transcription_factor->target_gene
YDR259C	YGR238C	transcription_factor->target_gene
YDR259C	YGR249W	transcription_factor->target_gene
YDR259C	YHR127W	transcription_factor->target_gene
YDR259C	YIL122W	transcription_factor->target_gene
YDR259C	YIL156W	transcription_factor->target_gene
YDR259C	YIL172C	transcription_factor->target_gene
YDR259C	YIR014W	transcription_factor->target_gene
YDR259C	YIR018C-A	transcription_factor->target_gene
YDR259C	YJL216C	transcription_factor->target_gene
YDR259C	YJL219W	transcription_factor->target_gene
YDR259C	YJR094W-A	transcription_factor->target_gene
YDR259C	YJR145C	transcription_factor->target_gene
YDR259C	YJR146W	transcription_factor->target_gene
YDR259C	YJR147W	transcription_factor->target_gene
YDR259C	YJR158W	transcription_factor->target_gene
YDR259C	YKL044W	transcription_factor->target_gene
YDR259C	YKL082C	transcription_factor->target_gene
YDR259C	YKL110C	transcription_factor->target_gene
YDR259C	YKR101W	transcription_factor->target_gene
YDR259C	YLR075W	transcription_factor->target_gene
YDR259C	YLR121C	transcription_factor->target_gene
YDR259C	YLR413W	transcription_factor->target_gene
YDR259C	YML116W	transcription_factor->target_gene
YDR259C	YMR017W	transcription_factor->target_gene
YDR259C	YMR034C	transcription_factor->target_gene
YDR259C	YMR136W	transcription_factor->target_gene
YDR259C	YMR177W	transcription_factor->target_gene
YDR259C	YMR186W	transcription_factor->target_gene
YDR259C	YMR315W	transcription_factor->target_gene
YDR259C	YNL178W	transcription_factor->target_gene
YDR259C	YNL180C	transcription_factor->target_gene
YDR259C	YNL288W	transcription_factor->target_gene
YDR259C	YNL293W	transcription_factor->target_gene
YDR259C	YNR067C	transcription_factor->target_gene
YDR259C	YOL156W	transcription_factor->target_gene
YDR259C	YOL157C	transcription_factor->target_gene
YDR259C	YOR028C	transcription_factor->target_gene
YDR259C	YPR013C	transcription_factor->target_gene
YDR259C	YOR049C	transcription_factor->target_gene
YDR259C	YOR178C	transcription_factor->target_gene
YDR259C	YOR180C	transcription_factor->target_gene
YDR259C	YPR063C	transcription_factor->target_gene
YDR259C	YPR065W	transcription_factor->target_gene
YDR259C	YPR148C	transcription_factor->target_gene
YDR259C	YPR149W	transcription_factor->target_gene
YDR277C	YHR183W	transcription_factor->target_gene
YDR310C	YAL018C	transcription_factor->target_gene
YDR310C	YAL023C	transcription_factor->target_gene
YDR310C	YBL107C	transcription_factor->target_gene
YDR310C	YBR017C	transcription_factor->target_gene
YDR310C	YBR045C	transcription_factor->target_gene
YDR310C	YBR076W	transcription_factor->target_gene
YDR310C	YBR148W	transcription_factor->target_gene
YDR310C	YBR180W	transcription_factor->target_gene
YDR310C	YBR250W	transcription_factor->target_gene
YDR310C	YCL048W	transcription_factor->target_gene
YDR310C	YCL049C	transcription_factor->target_gene
YDR310C	YCR045C	transcription_factor->target_gene
YDR310C	YDL028C	transcription_factor->target_gene
YDR310C	YDL114W	transcription_factor->target_gene
YDR310C	YDL186W	transcription_factor->target_gene
YDR310C	YDL188C	transcription_factor->target_gene
YDR310C	YDR042C	transcription_factor->target_gene
YDR310C	YDR218C	transcription_factor->target_gene
YDR310C	YDR281C	transcription_factor->target_gene
YDR310C	YDR310C	transcription_factor->target_gene
YDR310C	YDR311W	transcription_factor->target_gene
YDR310C	YDR322W	transcription_factor->target_gene
YDR310C	YDR402C	transcription_factor->target_gene
YDR310C	YDR403W	transcription_factor->target_gene
YDR310C	YDR522C	transcription_factor->target_gene
YDR310C	YDR523C	transcription_factor->target_gene
YDR310C	YER085C	transcription_factor->target_gene
YDR310C	YER106W	transcription_factor->target_gene
YDR310C	YER142C	transcription_factor->target_gene
YDR310C	YFL010W-A	transcription_factor->target_gene
YDR310C	YFL040W	transcription_factor->target_gene
YDR310C	YFR023W	transcription_factor->target_gene
YDR310C	YFR032C	transcription_factor->target_gene
YDR310C	YFR047C	transcription_factor->target_gene
YDR310C	YGL015C	transcription_factor->target_gene
YDR310C	YGL137W	transcription_factor->target_gene
YDR310C	YGL138C	transcription_factor->target_gene
YDR310C	YGL170C	transcription_factor->target_gene
YDR310C	YGR059W	transcription_factor->target_gene
YDR310C	YGR256W	transcription_factor->target_gene
YDR310C	YGR258C	transcription_factor->target_gene
YDR310C	YGR260W	transcription_factor->target_gene
YDR310C	YGR273C	transcription_factor->target_gene
YDR310C	YHL003C	transcription_factor->target_gene
YDR310C	YHR015W	transcription_factor->target_gene
YDR310C	YHR053C	transcription_factor->target_gene
YDR310C	YHR126C	transcription_factor->target_gene
YDR310C	YHR184W	transcription_factor->target_gene
YDR310C	YHR185C	transcription_factor->target_gene
YDR310C	YIR027C	transcription_factor->target_gene
YDR310C	YIR028W	transcription_factor->target_gene
YDR310C	YJL037W	transcription_factor->target_gene
YDR310C	YJL038C	transcription_factor->target_gene
YDR310C	YJL043W	transcription_factor->target_gene
YDR310C	YJR025C	transcription_factor->target_gene
YDR310C	YJR026W	transcription_factor->target_gene
YDR310C	YJR027W	transcription_factor->target_gene
YDR310C	YJR077C	transcription_factor->target_gene
YDR310C	YJR078W	transcription_factor->target_gene
YDR310C	YJR079W	transcription_factor->target_gene
YDR310C	YJR107W	transcription_factor->target_gene
YDR310C	YKL178C	transcription_factor->target_gene
YDR310C	YKR015C	transcription_factor->target_gene
YDR310C	YKR033C	transcription_factor->target_gene
YDR310C	YKR035W-A	transcription_factor->target_gene
YDR310C	YLL004W	transcription_factor->target_gene
YDR310C	YLL005C	transcription_factor->target_gene
YDR310C	YLR040C	transcription_factor->target_gene
YDR310C	YLR049C	transcription_factor->target_gene
YDR310C	YLR082C	transcription_factor->target_gene
YDR310C	YLR213C	transcription_factor->target_gene
YDR310C	YLR308W	transcription_factor->target_gene
YDR310C	YLR341W	transcription_factor->target_gene
YDR310C	YLR343W	transcription_factor->target_gene
YDR310C	YML066C	transcription_factor->target_gene
YDR310C	YML130C	transcription_factor->target_gene
YDR310C	YMR232W	transcription_factor->target_gene
YDR310C	YMR272C	transcription_factor->target_gene
YDR310C	YNL034W	transcription_factor->target_gene
YDR310C	YNL128W	transcription_factor->target_gene
YDR310C	YNL204C	transcription_factor->target_gene
YDR310C	YNL317W	transcription_factor->target_gene
YDR310C	YNL318C	transcription_factor->target_gene
YDR310C	YNL328C	transcription_factor->target_gene
YDR310C	YNR034W	transcription_factor->target_gene
YDR310C	YOL024W	transcription_factor->target_gene
YDR310C	YOL047C	transcription_factor->target_gene
YDR310C	YOL091W	transcription_factor->target_gene
YDR310C	YOL102C	transcription_factor->target_gene
YDR310C	YOL132W	transcription_factor->target_gene
YDR310C	YOR190W	transcription_factor->target_gene
YDR310C	YOR254C	transcription_factor->target_gene
YDR310C	YOR255W	transcription_factor->target_gene
YDR310C	YOR298W	transcription_factor->target_gene
YDR310C	YOR313C	transcription_factor->target_gene
YDR310C	YOR314W	transcription_factor->target_gene
YDR310C	YOR339C	transcription_factor->target_gene
YDR310C	YOR347C	transcription_factor->target_gene
YDR310C	YOR365C	transcription_factor->target_gene
YDR310C	YOR367W	transcription_factor->target_gene
YDR310C	YPL027W	transcription_factor->target_gene
YDR310C	YPL033C	transcription_factor->target_gene
YDR310C	YPL095C	transcription_factor->target_gene
YDR310C	YPL127C	transcription_factor->target_gene
YDR310C	YPL129W	transcription_factor->target_gene
YDR310C	YPL187W	transcription_factor->target_gene
YDR310C	YPR054W	transcription_factor->target_gene
YDR310C	YPR078C	transcription_factor->target_gene
YDR392W	YAL023C	transcription_factor->target_gene
YDR392W	YAL038W	transcription_factor->target_gene
YDR392W	YAL044C	transcription_factor->target_gene
YDR392W	YAR007C	transcription_factor->target_gene
YDR392W	YAR015W	transcription_factor->target_gene
YDR392W	YBR031W	transcription_factor->target_gene
YDR392W	YBR082C	transcription_factor->target_gene
YDR392W	YBR086C	transcription_factor->target_gene
YDR392W	YBR105C	transcription_factor->target_gene
YDR392W	YCL009C	transcription_factor->target_gene
YDR392W	YCL040W	transcription_factor->target_gene
YDR392W	YCL064C	transcription_factor->target_gene
YDR392W	YCR005C	transcription_factor->target_gene
YDR392W	YCR012W	transcription_factor->target_gene
YDR392W	YDL070W	transcription_factor->target_gene
YDR392W	YDL182W	transcription_factor->target_gene
YDR253C	YLL061W	transcription_factor->target_gene
YDR253C	YLL062C	transcription_factor->target_gene
YDR392W	YDL215C	transcription_factor->target_gene
YDR392W	YDR044W	transcription_factor->target_gene
YDR392W	YDR123C	transcription_factor->target_gene
YDR392W	YDR151C	transcription_factor->target_gene
YDR392W	YDR232W	transcription_factor->target_gene
YDR392W	YDR380W	transcription_factor->target_gene
YDR392W	YDR384C	transcription_factor->target_gene
YDR392W	YDR510W	transcription_factor->target_gene
YDR392W	YEL038W	transcription_factor->target_gene
YDR392W	YEL046C	transcription_factor->target_gene
YDR392W	YER035W	transcription_factor->target_gene
YDR392W	YER062C	transcription_factor->target_gene
YDR392W	YER064C	transcription_factor->target_gene
YDR392W	YER091C	transcription_factor->target_gene
YDR392W	YER095W	transcription_factor->target_gene
YDR392W	YFL023W	transcription_factor->target_gene
YDR392W	YFR006W	transcription_factor->target_gene
YDR392W	YGR065C	transcription_factor->target_gene
YDR392W	YGR161C	transcription_factor->target_gene
YDR392W	YGR192C	transcription_factor->target_gene
YDR392W	YGR254W	transcription_factor->target_gene
YDR392W	YHR032W	transcription_factor->target_gene
YDR392W	YHR049W	transcription_factor->target_gene
YDR392W	YHR055C	transcription_factor->target_gene
YDR392W	YHR081W	transcription_factor->target_gene
YDR392W	YHR162W	transcription_factor->target_gene
YDR392W	YHR174W	transcription_factor->target_gene
YDR392W	YHR179W	transcription_factor->target_gene
YDR392W	YIL011W	transcription_factor->target_gene
YDR392W	YIL015W	transcription_factor->target_gene
YDR392W	YIL105C	transcription_factor->target_gene
YDR392W	YIL113W	transcription_factor->target_gene
YDR392W	YIL123W	transcription_factor->target_gene
YDR392W	YIR031C	transcription_factor->target_gene
YDR392W	YJL042W	transcription_factor->target_gene
YDR392W	YJL078C	transcription_factor->target_gene
YDR392W	YJL101C	transcription_factor->target_gene
YDR392W	YJL144W	transcription_factor->target_gene
YDR392W	YJL159W	transcription_factor->target_gene
YDR392W	YJR009C	transcription_factor->target_gene
YDR392W	YJR077C	transcription_factor->target_gene
YDR392W	YJR148W	transcription_factor->target_gene
YDR392W	YKL032C	transcription_factor->target_gene
YDR392W	YKL060C	transcription_factor->target_gene
YDR392W	YKL096W-A	transcription_factor->target_gene
YDR392W	YKL146W	transcription_factor->target_gene
YDR392W	YKL195W	transcription_factor->target_gene
YDR392W	YKR093W	transcription_factor->target_gene
YDR392W	YLR092W	transcription_factor->target_gene
YDR392W	YLR168C	transcription_factor->target_gene
YDR392W	YLR177W	transcription_factor->target_gene
YDR392W	YLR206W	transcription_factor->target_gene
YDR392W	YLR247C	transcription_factor->target_gene
YDR392W	YLR300W	transcription_factor->target_gene
YDR392W	YLR378C	transcription_factor->target_gene
YDR392W	YLR414C	transcription_factor->target_gene
YDR392W	YML052W	transcription_factor->target_gene
YDR392W	YMR015C	transcription_factor->target_gene
YDR392W	YMR083W	transcription_factor->target_gene
YDR392W	YMR251W-A	transcription_factor->target_gene
YDR392W	YMR276W	transcription_factor->target_gene
YDR392W	YMR284W	transcription_factor->target_gene
YDR392W	YNL015W	transcription_factor->target_gene
YDR392W	YNL064C	transcription_factor->target_gene
YDR392W	YNL118C	transcription_factor->target_gene
YDR392W	YNL149C	transcription_factor->target_gene
YDR392W	YNL155W	transcription_factor->target_gene
YDR392W	YNL281W	transcription_factor->target_gene
YDR392W	YNR018W	transcription_factor->target_gene
YDR392W	YOL058W	transcription_factor->target_gene
YDR392W	YOL086C	transcription_factor->target_gene
YDR392W	YOL113W	transcription_factor->target_gene
YDR392W	YOL158C	transcription_factor->target_gene
YDR392W	YOR007C	transcription_factor->target_gene
YDR392W	YOR020C	transcription_factor->target_gene
YDR392W	YOR025W	transcription_factor->target_gene
YDR392W	YOR237W	transcription_factor->target_gene
YDR392W	YOR261C	transcription_factor->target_gene
YDR392W	YOR274W	transcription_factor->target_gene
YDR392W	YPL017C	transcription_factor->target_gene
YDR392W	YPL091W	transcription_factor->target_gene
YDR392W	YPL144W	transcription_factor->target_gene
YDR392W	YPL240C	transcription_factor->target_gene
YDR392W	YPR033C	transcription_factor->target_gene
YDR421W	YCL065W	transcription_factor->target_gene
YDR421W	YCL066W	transcription_factor->target_gene
YDR421W	YDR377W	transcription_factor->target_gene
YDR421W	YDR378C	transcription_factor->target_gene
YDR421W	YDR380W	transcription_factor->target_gene
YDR421W	YDR421W	transcription_factor->target_gene
YDR421W	YHR136C	transcription_factor->target_gene
YDR421W	YHR137W	transcription_factor->target_gene
YDR421W	YHR138C	transcription_factor->target_gene
YDR421W	YHR139C	transcription_factor->target_gene
YDR421W	YHR139C-A	transcription_factor->target_gene
YDR421W	YHR140W	transcription_factor->target_gene
YDR421W	YKL072W	transcription_factor->target_gene
YDR421W	YMR194W	transcription_factor->target_gene
YDR421W	YNL124W	transcription_factor->target_gene
YDR421W	YNL125C	transcription_factor->target_gene
YDR421W	YPL251W	transcription_factor->target_gene
YDR421W	YPL253C	transcription_factor->target_gene
YDR423C	YBL008W	transcription_factor->target_gene
YDR423C	YCL026C-A	transcription_factor->target_gene
YDR423C	YCR102C	transcription_factor->target_gene
YDR423C	YDL125C	transcription_factor->target_gene
YDR423C	YDL204W	transcription_factor->target_gene
YDR423C	YDL239C	transcription_factor->target_gene
YDR423C	YDR132C	transcription_factor->target_gene
YDR423C	YEL008W	transcription_factor->target_gene
YDR423C	YEL044W	transcription_factor->target_gene
YDR423C	YEL045C	transcription_factor->target_gene
YDR423C	YGR233C	transcription_factor->target_gene
YDR423C	YHL039W	transcription_factor->target_gene
YDR423C	YHL040C	transcription_factor->target_gene
YDR423C	YJL100W	transcription_factor->target_gene
YDR423C	YJL101C	transcription_factor->target_gene
YDR423C	YJR044C	transcription_factor->target_gene
YDR423C	YJR104C	transcription_factor->target_gene
YDR423C	YKL039W	transcription_factor->target_gene
YDR423C	YKL040C	transcription_factor->target_gene
YDR423C	YKL086W	transcription_factor->target_gene
YDR423C	YKL087C	transcription_factor->target_gene
YDR423C	YKL101W	transcription_factor->target_gene
YDR423C	YKL103C	transcription_factor->target_gene
YDR423C	YKL154W	transcription_factor->target_gene
YDR423C	YKL155C	transcription_factor->target_gene
YDR423C	YKR052C	transcription_factor->target_gene
YDR423C	YKR071C	transcription_factor->target_gene
YDR423C	YLL060C	transcription_factor->target_gene
YDR423C	YLL065W	transcription_factor->target_gene
YDR423C	YLR108C	transcription_factor->target_gene
YDR423C	YLR109W	transcription_factor->target_gene
YDR423C	YML116W	transcription_factor->target_gene
YDR423C	YMR038C	transcription_factor->target_gene
YDR423C	YOL119C	transcription_factor->target_gene
YDR423C	YOR173W	transcription_factor->target_gene
YDR423C	YOR223W	transcription_factor->target_gene
YDR423C	YPR048W	transcription_factor->target_gene
YDR448W	YGL062W	transcription_factor->target_gene
YDR448W	YKL096W	transcription_factor->target_gene
YDR448W	YLL024C	transcription_factor->target_gene
YDR448W	YPL061W	transcription_factor->target_gene
YDR451C	YMR181C	transcription_factor->target_gene
YDR463W	YBR009C	transcription_factor->target_gene
YDR463W	YBR010W	transcription_factor->target_gene
YDR463W	YBR043C	transcription_factor->target_gene
YDR463W	YBR071W	transcription_factor->target_gene
YDR463W	YBR101C	transcription_factor->target_gene
YDR463W	YBR115C	transcription_factor->target_gene
YDR463W	YBR265W	transcription_factor->target_gene
YDR463W	YBR287W	transcription_factor->target_gene
YDR421W	YDR376W	transcription_factor->target_gene
YDR463W	YCL025C	transcription_factor->target_gene
YDR463W	YCL030C	transcription_factor->target_gene
YDR463W	YCR021C	transcription_factor->target_gene
YDR463W	YDL120W	transcription_factor->target_gene
YDR463W	YDR044W	transcription_factor->target_gene
YDR463W	YDR046C	transcription_factor->target_gene
YDR463W	YDR047W	transcription_factor->target_gene
YDR463W	YDR160W	transcription_factor->target_gene
YDR463W	YDR171W	transcription_factor->target_gene
YDR463W	YDR179C	transcription_factor->target_gene
YDR463W	YDR284C	transcription_factor->target_gene
YDR463W	YDR345C	transcription_factor->target_gene
YDR463W	YDR463W	transcription_factor->target_gene
YDR463W	YDR494W	transcription_factor->target_gene
YDR421W	YDR379W	transcription_factor->target_gene
YDR463W	YDR508C	transcription_factor->target_gene
YDR463W	YDR510W	transcription_factor->target_gene
YDR463W	YEL060C	transcription_factor->target_gene
YDR463W	YER029C	transcription_factor->target_gene
YDR463W	YER042W	transcription_factor->target_gene
YDR463W	YER052C	transcription_factor->target_gene
YDR463W	YER073W	transcription_factor->target_gene
YDR463W	YGL037C	transcription_factor->target_gene
YDR463W	YGL222C	transcription_factor->target_gene
YDR463W	YGR055W	transcription_factor->target_gene
YDR463W	YGR134W	transcription_factor->target_gene
YDR463W	YHL035C	transcription_factor->target_gene
YDR463W	YHL047C	transcription_factor->target_gene
YDR463W	YIL011W	transcription_factor->target_gene
YDR463W	YIL116W	transcription_factor->target_gene
YDR463W	YJR011C	transcription_factor->target_gene
YDR463W	YJR013W	transcription_factor->target_gene
YDR463W	YKL141W	transcription_factor->target_gene
YDR463W	YLR094C	transcription_factor->target_gene
YDR463W	YLR099C	transcription_factor->target_gene
YDR463W	YLR167W	transcription_factor->target_gene
YDR463W	YLR178C	transcription_factor->target_gene
YDR463W	YLR353W	transcription_factor->target_gene
YDR463W	YLR364W	transcription_factor->target_gene
YDR463W	YMR070W	transcription_factor->target_gene
YDR463W	YMR184W	transcription_factor->target_gene
YDR463W	YMR258C	transcription_factor->target_gene
YDR463W	YNL291C	transcription_factor->target_gene
YDR463W	YOL005C	transcription_factor->target_gene
YDR463W	YOL125W	transcription_factor->target_gene
YDR463W	YOL158C	transcription_factor->target_gene
YDR463W	YOR160W	transcription_factor->target_gene
YDR463W	YOR385W	transcription_factor->target_gene
YDR463W	YPL019C	transcription_factor->target_gene
YDR463W	YPL021W	transcription_factor->target_gene
YDR463W	YPL065W	transcription_factor->target_gene
YDR463W	YPL091W	transcription_factor->target_gene
YDR463W	YPL224C	transcription_factor->target_gene
YDR421W	YDR523C	transcription_factor->target_gene
YDR463W	YPL265W	transcription_factor->target_gene
YDR463W	YPL273W	transcription_factor->target_gene
YDR463W	YPR159W	transcription_factor->target_gene
YDR463W	YPR176C	transcription_factor->target_gene
YDR477W	YDR356W	transcription_factor->target_gene
YDR477W	YIL010W	transcription_factor->target_gene
YDR520C	YBR137W	transcription_factor->target_gene
YDR520C	YHR128W	transcription_factor->target_gene
YEL009C	YAR015W	transcription_factor->target_gene
YEL009C	YBL076C	transcription_factor->target_gene
YEL009C	YBR043C	transcription_factor->target_gene
YEL009C	YBR115C	transcription_factor->target_gene
YEL009C	YBR127C	transcription_factor->target_gene
YEL009C	YBR249C	transcription_factor->target_gene
YEL009C	YBR250W	transcription_factor->target_gene
YEL009C	YCL030C	transcription_factor->target_gene
YEL009C	YDL170W	transcription_factor->target_gene
YEL009C	YDL171C	transcription_factor->target_gene
YEL009C	YDL182W	transcription_factor->target_gene
YEL009C	YDL198C	transcription_factor->target_gene
YEL009C	YDR035W	transcription_factor->target_gene
YEL009C	YDR127W	transcription_factor->target_gene
YEL009C	YDR341C	transcription_factor->target_gene
